20181101 070400;0.938290;0.938300;0.938240;0.938250;0
20181101 070500;0.938230;0.938320;0.938210;0.938310;0
20181101 070600;0.938290;0.938330;0.938230;0.938230;0
20181101 070700;0.938250;0.938300;0.938140;0.938180;0
20181101 070800;0.938170;0.938240;0.938170;0.938180;0
20181101 070900;0.938180;0.938200;0.938150;0.938200;0
20181101 071000;0.938180;0.938230;0.938170;0.938230;0
20181101 071100;0.938220;0.938430;0.938170;0.938330;0
20181101 071200;0.938340;0.938530;0.938330;0.938460;0
20181101 071300;0.938460;0.938510;0.938440;0.938480;0
20181101 071400;0.938480;0.938480;0.938380;0.938400;0
20181101 071500;0.938400;0.938540;0.938400;0.938540;0
20181101 071600;0.938540;0.938630;0.938540;0.938580;0
20181101 071700;0.938580;0.938640;0.938570;0.938620;0
20181101 071800;0.938650;0.938670;0.938570;0.938620;0
20181101 071900;0.938620;0.938680;0.938550;0.938580;0
20181101 072000;0.938580;0.938720;0.938550;0.938610;0
20181101 072100;0.938620;0.938760;0.938620;0.938760;0
20181101 072200;0.938760;0.938780;0.938750;0.938750;0
20181101 072300;0.938750;0.938810;0.938690;0.938770;0
20181101 072400;0.938770;0.938780;0.938630;0.938630;0
20181101 072500;0.938630;0.938810;0.938630;0.938810;0
20181101 072600;0.938800;0.938840;0.938680;0.938690;0
20181101 072700;0.938680;0.938720;0.938540;0.938550;0
20181101 072800;0.938540;0.938580;0.938490;0.938550;0
20181101 072900;0.938560;0.938620;0.938380;0.938490;0
20181101 073000;0.938480;0.938740;0.938410;0.938700;0
20181101 073100;0.938710;0.938710;0.938490;0.938540;0
20181101 073200;0.938540;0.938540;0.938350;0.938530;0
20181101 073300;0.938510;0.938620;0.938490;0.938520;0
20181101 073400;0.938530;0.938650;0.938440;0.938570;0
20181101 073500;0.938570;0.938940;0.938570;0.938750;0
20181101 073600;0.938780;0.938960;0.938670;0.938750;0
20181101 073700;0.938730;0.938850;0.938660;0.938710;0
20181101 073800;0.938680;0.938840;0.938590;0.938760;0
20181101 073900;0.938750;0.938890;0.938700;0.938720;0
20181101 074000;0.938710;0.938720;0.938550;0.938580;0
20181101 074100;0.938570;0.938650;0.938550;0.938620;0
20181101 074200;0.938600;0.938720;0.938490;0.938630;0
20181101 074300;0.938640;0.938730;0.938610;0.938610;0
20181101 074400;0.938620;0.938820;0.938610;0.938810;0
20181101 074500;0.938800;0.938860;0.938710;0.938720;0
20181101 074600;0.938710;0.938920;0.938710;0.938920;0
20181101 074700;0.938950;0.938970;0.938770;0.938770;0
20181101 074800;0.938790;0.938940;0.938750;0.938930;0
20181101 074900;0.938920;0.938940;0.938760;0.938810;0
20181101 075000;0.938790;0.938870;0.938770;0.938870;0
20181101 075100;0.938880;0.938880;0.938710;0.938810;0
20181101 075200;0.938820;0.939060;0.938750;0.939060;0
20181101 075300;0.939070;0.939290;0.939020;0.939030;0
20181101 075400;0.939030;0.939190;0.939000;0.939110;0
20181101 075500;0.939130;0.939500;0.939110;0.939500;0
20181101 075600;0.939540;0.939600;0.939310;0.939410;0
20181101 075700;0.939410;0.939680;0.939380;0.939420;0
20181101 075800;0.939430;0.939550;0.939350;0.939500;0
20181101 075900;0.939500;0.939540;0.939310;0.939320;0
20181101 080000;0.939330;0.939710;0.939240;0.939520;0
20181101 080100;0.939530;0.939560;0.939320;0.939370;0
